guarantee_id,guarantee_code,store_id,klass_id,guarantee_contract_type,guarantee_pay_type,guarantee_status,guarantee_memo,guarantee_currency,guarantee_total,remaining_guarantee,min_guarantee_per_month,fixed_guarantee_per_month,max_deduction,max_deduction_per_month,guarantee_start_date,guarantee_end_date,deduction_start_date,deduction_end_date,created_by,updated_by,created_at,updated_at
399,GUARANTEE_y82cLqsBiFiOHMJ,5e85917d9224ab2db7aea3da,5e62053ff3816310f94553a6,SUBSCRIPTION_CREATOR,MONTHLY_FIXED,AVAILABLE,"",KRW,5000000.00,5000000.00,,5000000.00,,2500000.00,2022-12-31 15:00:00,2022-12-31 15:00:00,2023-03-31 15:00:00,,,,2023-01-31 13:39:10,2023-01-31 13:39:10
400,GUARANTEE_LDaVpkMyEdnrUfu,5d94468b638ae70c886281a5,5d91826171dcdf0c19dd4486,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,100000000.00,0.00,,100000000.00,,0.00,2023-02-28 15:00:00,2023-02-28 15:00:00,,,,,2023-01-31 13:39:10,2023-01-31 13:39:10
401,GUARANTEE_Auy495pj9sntoWL,5c73687a33cd1d1a3c830d97,5c514d81d30c532c446947e4,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1700000.00,0.00,,1700000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:11,2023-01-31 13:39:11
402,GUARANTEE_0agWwO6FMNpNWvS,5d06259c1f972a67b16ce646,5c514d80d30c532c44694646,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:11,2023-01-31 13:39:11
403,GUARANTEE_nv0IQg7RV8oscBH,5c6d00d0d3fb5d55aca8e7e0,5c514d80d30c532c44694666,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,4000000.00,0.00,,4000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:11,2023-01-31 13:39:11
404,GUARANTEE_X4adxcHLQHjnQ03,5c7361c7ff1f93711e4ae9b1,5c514d81d30c532c446947ff,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,5000000.00,0.00,,5000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:11,2023-01-31 13:39:11
405,GUARANTEE_smaCCkaNklkFyPv,5c73663b33cd1d1a3c830d92,5c514d81d30c532c44694765,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:12,2023-01-31 13:39:12
406,GUARANTEE_jFpxtg5cx3QLYcf,5c735efd33cd1d1a3c830d72,5c514d81d30c532c44694752,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1500000.00,0.00,,1500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:12,2023-01-31 13:39:12
407,GUARANTEE_AqNTXs8lHvN6ubq,5c735dfcff1f93711e4ae9a4,5c514d81d30c532c44694795,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:12,2023-01-31 13:39:12
408,GUARANTEE_kR9ovBggOai9BFH,5c6fb9bdff1f93711e4ae6a3,5c514d81d30c532c44694796,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1500000.00,0.00,,1500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:13,2023-01-31 13:39:13
409,GUARANTEE_6mJI8TYWj2LMLie,5c6fb73333cd1d1a3c830a6a,5c514d80d30c532c44694699,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:13,2023-01-31 13:39:13
410,GUARANTEE_8rq16mAtFU50p6L,5c6fb83333cd1d1a3c830a76,5c514d81d30c532c446947dd,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1500000.00,0.00,,1500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:13,2023-01-31 13:39:13
411,GUARANTEE_Z1da0vkIvdTYNeX,5c6f8ae6a801e637b662eaa9,5c514d81d30c532c446947d5,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1400000.00,0.00,,1400000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:13,2023-01-31 13:39:13
412,GUARANTEE_NaEKSqwVJqkNN8x,5c6f8d31a801e637b662eab4,5c6f91cf74eabcfdafa1e383,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,7000000.00,0.00,,7000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:14,2023-01-31 13:39:14
413,GUARANTEE_JhzBbJfzhmy5mH3,5c6f8954a801e637b662ea9c,5c6f91cf74eabcfdafa1e3b4,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2000000.00,0.00,,2000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:14,2023-01-31 13:39:14
414,GUARANTEE_CPnMujncNLT5B4p,5ca4717b3fbbf20c8ee2f001,5c91bf142ff0ef122cb726ec,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:14,2023-01-31 13:39:14
415,GUARANTEE_mX8utWEvwHW98Jw,5cf516d5d53f04750d8d4e7a,5c9b61f89eff0eeadbe4182e,KLASS_CREATOR,MONTHLY_FIXED,AVAILABLE,"",KRW,3700000.00,0.00,,3700000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:14,2023-01-31 13:39:14
416,GUARANTEE_yPPD7jON6t4YR10,5cf516d5d53f04750d8d4e7a,5c9b61f89eff0eeadbe4182e,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:15,2023-01-31 13:39:15
417,GUARANTEE_6ZYDmljL8lLVuC0,5d4bf562b631d16750135c55,5d3458cc125d26d5fb209165,KLASS_CREATOR,MONTHLY_FIXED,AVAILABLE,"",KRW,5000000.00,0.00,,5000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:15,2023-01-31 13:39:15
418,GUARANTEE_06JS6PnJJzv6fLj,5d4bf562b631d16750135c55,5d3458cc125d26d5fb209165,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,3000000.00,0.00,,3000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:15,2023-01-31 13:39:15
419,GUARANTEE_oVGySuag2rwDxcN,5d68bcd93bc17a0c6669d461,5d1d7c20fd2c83e2ee0ae737,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,3000000.00,0.00,,3000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:15,2023-01-31 13:39:15
420,GUARANTEE_lhj6lSkPaqP4EDZ,5d64ccb263f2570c0b460750,5d0b3a236a3bd1095630cee7,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:15,2023-01-31 13:39:15
421,GUARANTEE_Ts71JNUkSRkaXEw,5d663726fb5bf60c25a87674,5d5d5792ed1e35c91f330551,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,692055.00,0.00,,692055.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:16,2023-01-31 13:39:16
422,GUARANTEE_x35xuiW2tbsZOcZ,5dca674008dbcc0d71327d88,5da99888469b2d0d0a957bcf,KLASS_CREATOR,MONTHLY_FIXED,AVAILABLE,"",KRW,3000000.00,0.00,,3000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:16,2023-01-31 13:39:16
423,GUARANTEE_As5kNLS45rRjiIG,5dca674008dbcc0d71327d88,5da99888469b2d0d0a957bcf,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2000000.00,0.00,,2000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:16,2023-01-31 13:39:16
424,GUARANTEE_3efhmNrQih1TgjV,5de8bc2ea8be92605a81a035,5da866310dffa80d8fd1cd71,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:16,2023-01-31 13:39:16
425,GUARANTEE_U5bM7F8m1LWqXhb,5de92e1b8bbd560e8c187320,5d70f8511c67c42e5a2daaf7,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2000000.00,0.00,,2000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:17,2023-01-31 13:39:17
426,GUARANTEE_Hl7RM32uOoVuBdV,5e2005d547fdaa217b378dab,5e09a927ff98506e89ff2407,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,20000000.00,0.00,,20000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:17,2023-01-31 13:39:17
427,GUARANTEE_VNu1uTU0kL9WoU8,5e3029d854bee76d9a26f54e,5e16cff229f5380dde339802,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,52500000.00,0.00,,52500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:17,2023-01-31 13:39:17
428,GUARANTEE_deBKhqBdpJoYDiv,5e3029d854bee76d9a26f54e,5e16cff229f5380dde339802,SUBSCRIPTION_CREATOR,MONTHLY_FIXED,AVAILABLE,"",KRW,20000000.00,0.00,,20000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:17,2023-01-31 13:39:17
429,GUARANTEE_sroeo25nhmMbwOn,5e61e6ad6bbb241a1c449412,5e5a13fbbb36780dd43d9132,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,3000000.00,0.00,,3000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:18,2023-01-31 13:39:18
430,GUARANTEE_pCxNDw527DKmCZ1,5e4a50d70bd1fa4e0303f1c9,5e28213ed5e39b104e144913,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,30000000.00,0.00,,30000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:18,2023-01-31 13:39:18
431,GUARANTEE_cme7LdD20B7oqBw,5e05c6f1094cc3742eb8770a,5dfb93c63e66f55039003d74,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:18,2023-01-31 13:39:18
432,GUARANTEE_jXFQI04E4s7UYdX,5e438d9c6235e93754c895c9,5e1bb1883491042e6e247fe4,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1500000.00,0.00,,1500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:18,2023-01-31 13:39:18
433,GUARANTEE_obpyCBgO1TVsEKh,5e7c20e90793a503447c0b6e,5e78861ee64d506c86746da2,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,4000000.00,0.00,,4000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:18,2023-01-31 13:39:18
434,GUARANTEE_nXPyKOYUPlCPwo8,5e6dcc11b1b1301a1952bc44,5e419ed901e12d0d9e7ceaec,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:19,2023-01-31 13:39:19
435,GUARANTEE_lGX1aYeCrWk8BEC,5e9407a567dcae0de8ed1292,5e9554dca885900dc8af99b0,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1500000.00,0.00,,1500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:19,2023-01-31 13:39:19
436,GUARANTEE_yVgn3uHS1rMBjPl,5e9025e5a0b0bf0da2785294,5e852ef082a30f0da5339eaf,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:19,2023-01-31 13:39:19
437,GUARANTEE_aw6Vf9drKlbTyp8,5ea7b8ee0a9f5a0db740b59d,5e8566b84afbbf0d9f20860d,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2000000.00,0.00,,2000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:19,2023-01-31 13:39:19
438,GUARANTEE_phGQnnWmXdUx9cl,5f3de29589c0740014cb94a4,5f17a6caece01311ceb1152c,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,7500000.00,0.00,,7500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:20,2023-01-31 13:39:20
439,GUARANTEE_ZplkHZzA372BwjU,5ff80487fd7cda00149c8a80,5f1e57219277c90013a79607,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,1000000.00,0.00,,1000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:20,2023-01-31 13:39:20
440,GUARANTEE_LscRyHhQ4k8eYX6,611633553066eb000d5aae7b,6108dff679b1a30015673ac8,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:20,2023-01-31 13:39:20
441,GUARANTEE_nI7nS0ih9oc0pLe,614be8d391728800140b025d,61209ff5089b68000dc6aa39,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,100000000.00,0.00,,100000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:20,2023-01-31 13:39:20
442,GUARANTEE_z8ddAc2R2M1F24V,61fbadd9585ba8000ddf228e,61ded96819693000148972fb,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,4000000.00,0.00,,4000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:21,2023-01-31 13:39:21
443,GUARANTEE_EJ8cbW8e1aIFuPb,61fb869de3b293000d523956,61e8e33587441100156a64d5,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,10000000.00,0.00,,10000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:21,2023-01-31 13:39:21
444,GUARANTEE_aqoNeihVRoHxTJG,621491977a3bc000143ee1b6,620a1545429ef2000ed37062,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,4000000.00,0.00,,4000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:21,2023-01-31 13:39:21
445,GUARANTEE_L7yeXEvWXYCw4yq,62171af22cdf38000ef12da9,620b3d9518ec59000dd4fa76,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,7000000.00,0.00,,7000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:21,2023-01-31 13:39:21
446,GUARANTEE_zqFddM4VEkCla0r,61fb984a158971000dff1189,5db4034e556ca119063d90ce,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2000000.00,0.00,,2000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:21,2023-01-31 13:39:21
447,GUARANTEE_7f5oPwkFcuRRvte,6236ebc4e8fe80000d264eeb,6231b5300aab74000d4042cd,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:22,2023-01-31 13:39:22
448,GUARANTEE_dLX1L80noQq9neX,6236ec37b19f0b000d9eeccd,6236bce8fb5f22000d40fd67,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:22,2023-01-31 13:39:22
449,GUARANTEE_WlKefJGYHnz9rTD,6236ec21b19f0b000d9eeaf5,6236e3c327dd0a001335d998,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,2500000.00,0.00,,2500000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:22,2023-01-31 13:39:22
450,GUARANTEE_a6fYow8RPspEmLM,625cca33472e720015ca6b98,620ced981ce86a00140247c6,PRIVATE_BRAND,MONTHLY_FIXED,AVAILABLE,"",KRW,3000000.00,0.00,,3000000.00,,0.00,2022-11-30 15:00:00,2022-11-30 15:00:00,,,,,2023-01-31 13:39:22,2023-01-31 13:39:22
