disbursement_id,primary_token,disbursement_type,origin_disbursement_amount,budget_disbursement_amount,currency,budget_type,disbursement_status,exchange_month,external_token,receipt_token,store_id,transaction_id,register_by,updated_by,created_at,updated_at
11,63d91d4651aeeb5211e917b8,GUARANTEE,6000000.00,6000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_FkPdv2ghYGdqYho,,632183665435f6000f7b28e2,S3X5NOQP3BCF2FVE,DAVID,DAVID,2023-01-31 13:53:10,2023-01-31 13:53:10
12,63d91d461813d75ad935a70b,GUARANTEE,4500000.00,4500000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_LjLh7VYS57NcNzM,,5f16b35e7b86c30de421f953,HVRTGHNZA2QMNTZ6,DAVID,DAVID,2023-01-31 13:53:11,2023-01-31 13:53:11
13,63d91d4651aeeb5211e917b9,GUARANTEE,12000000.00,12000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_6eZemTgbEMHNtyv,,61fddf5a47fb97001454d023,H2TKQSVVYFIDQMX6,DAVID,DAVID,2023-01-31 13:53:11,2023-01-31 13:53:11
14,63d91d4751aeeb5211e917ba,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_AkheFYxgGhb6bwN,,6114cb23fbd8570014a9ee8c,WPRCTNWFIY4HSJ6M,DAVID,DAVID,2023-01-31 13:53:11,2023-01-31 13:53:11
15,63d91d4751aeeb5211e917bb,GUARANTEE,7500000.00,7500000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_fULcxXgHkQFeHQB,,62ce0a634c9b9e000e37e657,UZKMXMZV5EV2GSZH,DAVID,DAVID,2023-01-31 13:53:11,2023-01-31 13:53:11
16,63d91d471813d75ad935a70c,GUARANTEE,4000000.00,4000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_0ORNRBTglp6W8lE,,60ff7ec554499f000d8967b0,PWIBIGOOBC23IKQ3,DAVID,DAVID,2023-01-31 13:53:12,2023-01-31 13:53:12
17,63d91d471813d75ad935a70d,GUARANTEE,28000000.00,28000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_4VMo39CwGBtouRO,,5ebc9eab395b810f5fff2926,XDHRUHPLXFXCV3VJ,DAVID,DAVID,2023-01-31 13:53:12,2023-01-31 13:53:12
18,63d91d4751aeeb5211e917bc,GUARANTEE,20000000.00,20000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_n2DG2kcYGfUqzkA,,6090bd5c93cea9000eac2ef5,J36RUE2UBBNMA52C,DAVID,DAVID,2023-01-31 13:53:12,2023-01-31 13:53:12
19,63d91d481813d75ad935a70e,GUARANTEE,1500000.00,1500000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_0OHk9VOhtjtyrui,,60f1308bc69381001510783a,VYXRT6VVGD7BDA2Q,DAVID,DAVID,2023-01-31 13:53:12,2023-01-31 13:53:12
20,63d91d4851aeeb5211e917bd,GUARANTEE,2000000.00,2000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_qZhV0u62DH0qp4w,,6330f0db3d0f1d000e4c8c01,VNLCEWT3MY4UCFTC,DAVID,DAVID,2023-01-31 13:53:12,2023-01-31 13:53:12
21,63d91d4851aeeb5211e917be,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_S5Z88Bz1AoV1Xwm,,62d93290b5fed6000e5e1cd8,VJFV2ETWKQQOYR5M,DAVID,DAVID,2023-01-31 13:53:13,2023-01-31 13:53:13
22,63d91d4851aeeb5211e917bf,GUARANTEE,4000000.00,4000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_tB9Nox68OiA2NXv,,5e5382a0169295408735b8e4,DSCJDA5KNQBUBESF,DAVID,DAVID,2023-01-31 13:53:13,2023-01-31 13:53:13
23,63d91d4951aeeb5211e917c0,GUARANTEE,8000000.00,8000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_axyKlBhzQ5u8FfH,,5f55d3163d49e3000cbefc09,S7GX5VV7XU6G3OFT,DAVID,DAVID,2023-01-31 13:53:13,2023-01-31 13:53:13
24,63d91d5a51aeeb5211e917c1,GUARANTEE,3738000.00,3738000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_vQZ8A20yAxDIN3A,,5cde40027edba406a95d4d13,2XEHOBC52TIBWOE6,DAVID,DAVID,2023-01-31 13:53:31,2023-01-31 13:53:31
25,63d91d5a51aeeb5211e917c2,GUARANTEE,935000.00,935000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_nmXDOSUXyuthRZL,,5ecdfa35616acb397b72982c,UJNUWXROBUESUJAX,DAVID,DAVID,2023-01-31 13:53:31,2023-01-31 13:53:31
26,63d91d5b1813d75ad935a70f,GUARANTEE,9207261.00,9207261.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_PfNt2nVvDOfFUxc,,5d1777ef59e3e00d3f98ce04,L3SQLF3TQ43MN6WS,DAVID,DAVID,2023-01-31 13:53:31,2023-01-31 13:53:31
27,63d91d5b1813d75ad935a710,GUARANTEE,1843276.00,1843276.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_m4RCB7tkUgdNRvh,,5ce7ab3772680c0d087005c0,AHLJAYUVXGTQLCHX,DAVID,DAVID,2023-01-31 13:53:31,2023-01-31 13:53:31
28,63d91d5b51aeeb5211e917c3,GUARANTEE,1492564.00,1492564.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_W327CferIm0HyXH,,5d08e82caa589524618d002c,DX27IKPX4YDV5YSU,DAVID,DAVID,2023-01-31 13:53:32,2023-01-31 13:53:32
29,63d91d5b51aeeb5211e917c4,GUARANTEE,2746257.00,2746257.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ylgMzvWdO2JXHAH,,5cef940dd7814a07dd7b1f5c,COY3AE6SVNAIMN3R,DAVID,DAVID,2023-01-31 13:53:32,2023-01-31 13:53:32
30,63d91d5c1813d75ad935a711,GUARANTEE,3627000.00,3627000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_5Eon7nfwF2EFotZ,,5cf4a385d9c2cc750c9acb7f,AIH472VCC6ECSOLN,DAVID,DAVID,2023-01-31 13:53:32,2023-01-31 13:53:32
31,63d91d5c1813d75ad935a712,GUARANTEE,1346551.00,1346551.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_IeA4nFgJiQtRjVk,,5d1035d9d3628e05977f5dac,S4KYKTJOPSHLA6LF,DAVID,DAVID,2023-01-31 13:53:32,2023-01-31 13:53:32
32,63d91d5c51aeeb5211e917c5,GUARANTEE,197544.00,197544.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_xzRPEZMDxsm3owb,,5d3f17c6581899597b56e543,72NTRNAQH54WTLEA,DAVID,DAVID,2023-01-31 13:53:33,2023-01-31 13:53:33
33,63d91d5c1813d75ad935a713,GUARANTEE,1770476.00,1770476.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_UcGlifNRzTdxM4u,,5ddcb76886681a12878b7f26,5I6XG6IQ6HET7UY3,DAVID,DAVID,2023-01-31 13:53:33,2023-01-31 13:53:33
34,63d91d5d51aeeb5211e917c6,GUARANTEE,3799994.00,3799994.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_wtYyqDxR5zh61cJ,,5df325de141f8109ccc256f5,3E2Z3VWNO4WLNZPS,DAVID,DAVID,2023-01-31 13:53:33,2023-01-31 13:53:33
35,63d91d5d1813d75ad935a714,GUARANTEE,2385049.00,2385049.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_wNGzBUykiLRnZjT,,5e7c875fcc3b35378bc088ef,YCNDKYMM37NGQ34O,DAVID,DAVID,2023-01-31 13:53:33,2023-01-31 13:53:33
36,63d91d5d1813d75ad935a715,GUARANTEE,660000.00,660000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_Jb0p63EYw2GdCaD,,5ec47c64e148fa68726dea31,7MJC5VKOIW3DD42N,DAVID,DAVID,2023-01-31 13:53:33,2023-01-31 13:53:33
37,63d91d5d1813d75ad935a716,GUARANTEE,2255000.00,2255000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_6OgNhEWveb1F07D,,5ec3fa8ed2afa60dd6f40e6d,FFMNHCTFKD3TGCN5,DAVID,DAVID,2023-01-31 13:53:34,2023-01-31 13:53:34
38,63d91d5d1813d75ad935a717,GUARANTEE,727500.00,727500.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_6LjjjGQrXvZ29Be,,5ed84a985b21916d3432a2f2,Q5JJVFNZUXZDM4II,DAVID,DAVID,2023-01-31 13:53:34,2023-01-31 13:53:34
39,63d91d5e51aeeb5211e917c7,GUARANTEE,2424443.00,2424443.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_K5QVbYT4wu7GvAx,,5eead4553848fd4b00a7bf42,T5LCUVXM6QSJ6SDB,DAVID,DAVID,2023-01-31 13:53:34,2023-01-31 13:53:34
40,63d91d5e51aeeb5211e917c8,GUARANTEE,6700203.00,6700203.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ahZX7zHobahPRk6,,5f0d743fc607c80dabb9b5d8,PHNLHHNELP2QNT2B,DAVID,DAVID,2023-01-31 13:53:34,2023-01-31 13:53:34
41,63d91d5e51aeeb5211e917c9,GUARANTEE,2860000.00,2860000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_HZe1BslBtMWRq6S,,5f191e1bf21af022258e25f0,AVUNN3SU27LY7XRY,DAVID,DAVID,2023-01-31 13:53:35,2023-01-31 13:53:35
42,63d91d5e1813d75ad935a718,GUARANTEE,1150000.00,1150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_qBj8KsOejkIdBwz,,5f583fbdaebc8f00147d2707,5JPDRXQGDDYPKYMY,DAVID,DAVID,2023-01-31 13:53:35,2023-01-31 13:53:35
43,63d91d5f51aeeb5211e917ca,GUARANTEE,2160000.00,2160000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_2whw8tmceM2lVAQ,,5f3fa20a91ca2e0016bc3315,TOBBTJ556P5TWJJL,DAVID,DAVID,2023-01-31 13:53:35,2023-01-31 13:53:35
44,63d91d5f1813d75ad935a719,GUARANTEE,1840000.00,1840000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_QeHw8w3qnrbyUU1,,5f6aeee8fb529a00069f89cc,VIVIVHB2DZJBDZBM,DAVID,DAVID,2023-01-31 13:53:35,2023-01-31 13:53:35
45,63d91d5f51aeeb5211e917cb,GUARANTEE,2460104.00,2460104.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ln1OikBmKkUXE13,,5fa4ee3a907dfd00132651b8,5OS5MALNVGYXM4N4,DAVID,DAVID,2023-01-31 13:53:36,2023-01-31 13:53:36
46,63d91d5f1813d75ad935a71a,GUARANTEE,1815000.00,1815000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_aQxlUpkcUOmD2JY,,5f978820f1e05b000e923cb3,ZI6IDCXZEGM2GEZA,DAVID,DAVID,2023-01-31 13:53:36,2023-01-31 13:53:36
47,63d91d601813d75ad935a71b,GUARANTEE,3150000.00,3150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_gitHiBOWQphpr1n,,6010c6ebe465ca000dedded6,JKPFRFD6LB3OK4OB,DAVID,DAVID,2023-01-31 13:53:36,2023-01-31 13:53:36
48,63d91d6051aeeb5211e917cc,GUARANTEE,2810000.00,2810000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_QGo1MQwt0Mf3yzo,,602be875530049000db4fce4,HI2DLWSOE74AFLFL,DAVID,DAVID,2023-01-31 13:53:36,2023-01-31 13:53:36
49,63d91d601813d75ad935a71c,GUARANTEE,2980000.00,2980000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_6thedxiM8EhoRRV,,606350ceca2617000ed26b87,EL765DZ2IBC4Z4XP,DAVID,DAVID,2023-01-31 13:53:37,2023-01-31 13:53:37
50,63d91d601813d75ad935a71d,GUARANTEE,9385730.00,9385730.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_wSP4150j5AbpOTN,,60897bec0332af000e303fb7,NW7AXMMAQV3ZSHIE,DAVID,DAVID,2023-01-31 13:53:37,2023-01-31 13:53:37
51,63d91d611813d75ad935a71e,GUARANTEE,5724685.00,5724685.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_cXgEkVm3cETd2Nv,,60afa48a75e6f40025108aad,YTISHZGFXBG7B53X,DAVID,DAVID,2023-01-31 13:53:37,2023-01-31 13:53:37
52,63d91d6151aeeb5211e917cd,GUARANTEE,20100000.00,20100000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_1SrPndLVW9UTBkF,,6100dffd317ab0000d1b5979,NBBQVFIE7SFQ5YKA,DAVID,DAVID,2023-01-31 13:53:37,2023-01-31 13:53:37
53,63d91d6151aeeb5211e917ce,GUARANTEE,6030918.00,6030918.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_0iNCUEC1MHdYLUd,,613062c01de41100148d2e8b,5SEZWNZ53NRYBJMR,DAVID,DAVID,2023-01-31 13:53:38,2023-01-31 13:53:38
54,63d91d6151aeeb5211e917cf,GUARANTEE,2930000.00,2930000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_LzgbadJthSl1NAb,,6257d647be03250016783c63,Q5SOOKZG4KA4CSIR,DAVID,DAVID,2023-01-31 13:53:38,2023-01-31 13:53:38
55,63d91d6251aeeb5211e917d0,GUARANTEE,298119.00,298119.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_2RWaaA6vwVK0b20,,62df72341d8f9100155ac8fa,P724HC2GJVJERSRR,DAVID,DAVID,2023-01-31 13:53:38,2023-01-31 13:53:38
56,63d91d6251aeeb5211e917d1,GUARANTEE,930349.00,930349.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_JtdH2DAqxSmhyg3,,62df737dae7f1b001539eba0,W4U4KN22IWQVONH6,DAVID,DAVID,2023-01-31 13:53:38,2023-01-31 13:53:38
57,63d91d6251aeeb5211e917d2,GUARANTEE,196404.00,196404.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_FyiM22QIC4TWaPN,,62df74b3ccae25000ed5a51a,F3UE3EQQKJWMNI7U,DAVID,DAVID,2023-01-31 13:53:39,2023-01-31 13:53:39
58,63d91d621813d75ad935a71f,GUARANTEE,150947.00,150947.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_rdZrRfMv79ijI9G,,62df76a0ff43630015d16456,SGFRRQAAOR6SBCCP,DAVID,DAVID,2023-01-31 13:53:39,2023-01-31 13:53:39
59,63d91d631813d75ad935a720,GUARANTEE,28499950.00,28499950.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_BpnnTdFgUiIGNL0,,626a4d2cb1b5240016b0b261,GDCC7AP7JM2NV2MY,DAVID,DAVID,2023-01-31 13:53:39,2023-01-31 13:53:39
60,63d91d731813d75ad935a721,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_vr7HH75LeZcD3f9,,6315b05a2ee6a80015f0acce,ZEJDZJNHUHS6ARVA,DAVID,DAVID,2023-01-31 13:53:55,2023-01-31 13:53:55
61,63d91d7351aeeb5211e917d3,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_a1LlHKk3GNjv0Nu,,62d8e700f315c0000ea29d16,EI7NMSQX5OULMOPA,DAVID,DAVID,2023-01-31 13:53:56,2023-01-31 13:53:56
62,63d91d731813d75ad935a722,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_38koogLHedz5KJY,,6322b0a73ef73e000e24c696,NYNSZSU6VKBG6OZJ,DAVID,DAVID,2023-01-31 13:53:56,2023-01-31 13:53:56
63,63d91d741813d75ad935a723,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_EOHQxbPTyZ9smK5,,63202b18342cce0015a6dab5,P5CU6DC7UOZZYJDO,DAVID,DAVID,2023-01-31 13:53:56,2023-01-31 13:53:56
64,63d91d741813d75ad935a724,GUARANTEE,20000000.00,20000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_4mtbLKtazgZIV4C,,62d8e4036cefa100157052c6,ZBHNZB74JBGX7ST6,DAVID,DAVID,2023-01-31 13:53:56,2023-01-31 13:53:56
65,63d91d7451aeeb5211e917d4,GUARANTEE,7000000.00,7000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ly2d54ZbpJSDqvg,,632402c3780811000e15ab0a,5Z7H6O5LZVGXHECW,DAVID,DAVID,2023-01-31 13:53:57,2023-01-31 13:53:57
66,63d91d7451aeeb5211e917d5,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_RsgV8P0AoQCYVHx,,62d8e3ffaacd8700154106c5,YO2CGNBICF5Z5FU5,DAVID,DAVID,2023-01-31 13:53:57,2023-01-31 13:53:57
67,63d91d751813d75ad935a725,GUARANTEE,8000000.00,8000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_alEaI7SdjIFLaQn,,6317ef09702562006097e140,HBZPEVKYYKLCABBQ,DAVID,DAVID,2023-01-31 13:53:57,2023-01-31 13:53:57
68,63d91d751813d75ad935a726,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_f09axC81CQPhLPE,,6334eda212429f000e5fa07b,MV65F6B2JUPNRSMC,DAVID,DAVID,2023-01-31 13:53:57,2023-01-31 13:53:57
69,63d91d7551aeeb5211e917d6,GUARANTEE,5500000.00,5500000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_nGSFtOHinMjAHkD,,634fafb0d80abe000f33b65a,VLK665TMWE3NC3OY,DAVID,DAVID,2023-01-31 13:53:58,2023-01-31 13:53:58
70,63d91d7551aeeb5211e917d7,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_cbiPcO8Kil3piJI,,634f4a3ea0f4380015fcf014,SCDKTA6HA7MOJMTD,DAVID,DAVID,2023-01-31 13:53:58,2023-01-31 13:53:58
71,63d91d761813d75ad935a727,GUARANTEE,12000000.00,12000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_3D24Zn5aHoCtoRT,,633f803ae260460015d58fc8,XQF3FRZPG7YGCXIM,DAVID,DAVID,2023-01-31 13:53:58,2023-01-31 13:53:58
72,63d91d7651aeeb5211e917d8,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_mwI6Ir9EfWY7Ke0,,635f53135bde9b00158df7d2,NWMWVX43AUFCW7VB,DAVID,DAVID,2023-01-31 13:53:58,2023-01-31 13:53:58
73,63d91d761813d75ad935a728,GUARANTEE,15000000.00,15000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_VdVjN3daGJYbPVG,,635f64f648af240018dfd81d,4E7JQD7TUFCEDJ36,DAVID,DAVID,2023-01-31 13:53:59,2023-01-31 13:53:59
74,63d91d761813d75ad935a729,GUARANTEE,30000000.00,30000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_X8SnaKT9GS54Kxa,,63193953645deb000faeb75a,NMW7GKFJUWBO3VC2,DAVID,DAVID,2023-01-31 13:53:59,2023-01-31 13:53:59
75,63d91d7751aeeb5211e917d9,GUARANTEE,8000000.00,8000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_KzGhdFJ7StgH9Im,,630c65a887d4cf001582ecde,KGIR4YMLWZCITEXY,DAVID,DAVID,2023-01-31 13:53:59,2023-01-31 13:53:59
76,63d91d771813d75ad935a72a,GUARANTEE,3150000.00,3150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_myYUkgELZoafj48,,63085be04eebee000e70d63f,GB4EIJDBHKTHDKDW,DAVID,DAVID,2023-01-31 13:53:59,2023-01-31 13:53:59
77,63d91d7751aeeb5211e917da,GUARANTEE,20000000.00,20000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_DQi5n5jZYaxxj5e,,636077c2984f1100169516fd,GNL2I3H7PE6FCOLG,DAVID,DAVID,2023-01-31 13:54:00,2023-01-31 13:54:00
78,63d91d7751aeeb5211e917db,GUARANTEE,15000000.00,15000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_BREYptMRUsYPwWM,,635f714e0edc3200162b61a2,UY26Y3EJVMI7WMSC,DAVID,DAVID,2023-01-31 13:54:00,2023-01-31 13:54:00
79,63d91d7851aeeb5211e917dc,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_FGETcN0SZQuD7j6,,635f725080c728000eb9acc6,AUUFTYBQDYBVA5BX,DAVID,DAVID,2023-01-31 13:54:00,2023-01-31 13:54:00
80,63d91d7951aeeb5211e917dd,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ZY8Qmi8FWi08Sjp,,63ae754d7a801e0016027ba6,E3XOFW76CDKJVG7P,DAVID,DAVID,2023-01-31 13:54:02,2023-01-31 13:54:02
81,63d91d7951aeeb5211e917de,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_RlLfa0kPq6OfA70,,634660162c53f100150c84cd,OZ24KFJY2ER7RI5U,DAVID,DAVID,2023-01-31 13:54:02,2023-01-31 13:54:02
82,63d91d7a51aeeb5211e917df,GUARANTEE,13180270.00,13180270.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ie9bLu7mqE0Q3QY,,5ec7c3b9b1c0c61b0ffed473,VSGYE2RY2WK4NVDS,DAVID,DAVID,2023-01-31 13:54:03,2023-01-31 13:54:03
83,63d91d7a1813d75ad935a72b,GUARANTEE,1704000.00,1704000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_6ku4AFErre5rqR3,,605ac7c1eb0b35000dc27a13,4MOIAH3F5IN65INT,DAVID,DAVID,2023-01-31 13:54:03,2023-01-31 13:54:03
84,63d91d7b51aeeb5211e917e0,GUARANTEE,60000000.00,60000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_rEec2YyxViGfZJl,,62df7d16dd2b4100157e3d6a,W6VM7F43GYNSICTE,DAVID,DAVID,2023-01-31 13:54:03,2023-01-31 13:54:03
85,63d91d7b1813d75ad935a72c,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_xMWJEEAfl8Lavoa,,635f5202374ac8000e6eeffc,LO52E7XKDWM2T44B,DAVID,DAVID,2023-01-31 13:54:04,2023-01-31 13:54:04
86,63d91d7e51aeeb5211e917e1,GUARANTEE,2000.00,2000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_r4fwZc3kOnASuSZ,,63ac8014256d36003c499e4e,MZTP7WAG3S53XPKI,DAVID,DAVID,2023-01-31 13:54:07,2023-01-31 13:54:07
87,63d91d7e1813d75ad935a72d,GUARANTEE,6000.00,6000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_8OLoo0ubL10F1Ak,,6322f464e8547d0016e246bd,JZVLABG2FL7DPXP5,DAVID,DAVID,2023-01-31 13:54:07,2023-01-31 13:54:07
88,63d91d7f1813d75ad935a72e,GUARANTEE,4000.00,4000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_wFPYmFXnMXnx2xM,,632c1f21c7eed5000ee28774,CD6U57D2KP5PKJDN,DAVID,DAVID,2023-01-31 13:54:07,2023-01-31 13:54:07
89,63d91d7f1813d75ad935a72f,GUARANTEE,4279980.00,4279980.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_DpecoX2HRe23Fei,,633289edba5435000ea09722,BKCYGYXOCNIVJQOQ,DAVID,DAVID,2023-01-31 13:54:07,2023-01-31 13:54:07
90,63d91d7f1813d75ad935a730,GUARANTEE,10000.00,10000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_pRKlmJgMWs6ptAY,,63578e81e5fd23000e7631b7,SXBIU4UHGINTWUUN,DAVID,DAVID,2023-01-31 13:54:08,2023-01-31 13:54:08
