disbursement_id,primary_token,disbursement_type,origin_disbursement_amount,budget_disbursement_amount,currency,budget_type,disbursement_status,exchange_month,external_token,receipt_token,store_id,transaction_id,register_by,updated_by,created_at,updated_at
41,63d89cb28bc1767444d11adf,GUARANTEE,2860000.00,2860000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_vcN59f9sW0ouuUs,,5f191e1bf21af022258e25f0,ZPCPYRLYCWHLXYV3,DAVID,DAVID,2023-01-31 04:44:34,2023-01-31 04:44:34
42,63d89cb28bc1767444d11ae0,GUARANTEE,1150000.00,1150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_Y4U5mc9WgZQddZV,,5f583fbdaebc8f00147d2707,BP2R2YOHFU53XF6M,DAVID,DAVID,2023-01-31 04:44:34,2023-01-31 04:44:34
43,63d89cb28bc1767444d11ae1,GUARANTEE,2160000.00,2160000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_BO5TFJqufhhF0qM,,5f3fa20a91ca2e0016bc3315,SJMOOYNU6O7OYC6T,DAVID,DAVID,2023-01-31 04:44:35,2023-01-31 04:44:35
44,63d89cb38bc1767444d11ae2,GUARANTEE,1840000.00,1840000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_9b378YBTwBgRkcY,,5f6aeee8fb529a00069f89cc,SFYPONL4P7K7RDEN,DAVID,DAVID,2023-01-31 04:44:35,2023-01-31 04:44:35
45,63d89cb38bc1767444d11ae3,GUARANTEE,2460104.00,2460104.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_rzQ6OgbTF2GCIBS,,5fa4ee3a907dfd00132651b8,J4UOT63BWOCAJODS,DAVID,DAVID,2023-01-31 04:44:35,2023-01-31 04:44:35
46,63d89cb38bc1767444d11ae4,GUARANTEE,1815000.00,1815000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_dJWUXHiclwjS7iC,,5f978820f1e05b000e923cb3,6RTYAUUQBVWCP27Q,DAVID,DAVID,2023-01-31 04:44:36,2023-01-31 04:44:36
47,63d89cb38bc1767444d11ae5,GUARANTEE,3150000.00,3150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ZiErkWzoH0XDE7V,,6010c6ebe465ca000dedded6,V4MUTUC4HFIVXNGA,DAVID,DAVID,2023-01-31 04:44:36,2023-01-31 04:44:36
48,63d89cb48bc1767444d11ae6,GUARANTEE,2810000.00,2810000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_sM3kMQJqiyJgcvn,,602be875530049000db4fce4,MPHOXU5M4J6EZLEH,DAVID,DAVID,2023-01-31 04:44:36,2023-01-31 04:44:36
49,63d89cb48bc1767444d11ae7,GUARANTEE,2980000.00,2980000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_YkvMTXUYNUmPovq,,606350ceca2617000ed26b87,JDKYSOXIUJVKWTWS,DAVID,DAVID,2023-01-31 04:44:37,2023-01-31 04:44:37
50,63d89cb48bc1767444d11ae8,GUARANTEE,9385730.00,9385730.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_FxKqi0LkvhRufpx,,60897bec0332af000e303fb7,4DVB4UJ5OEZU56PF,DAVID,DAVID,2023-01-31 04:44:37,2023-01-31 04:44:37
51,63d89cb58bc1767444d11ae9,GUARANTEE,5724685.00,5724685.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_TvUVaiXLj6BlqKC,,60afa48a75e6f40025108aad,5MGNZ5DVN2KQ4DK4,DAVID,DAVID,2023-01-31 04:44:37,2023-01-31 04:44:37
52,63d89cb58bc1767444d11aea,GUARANTEE,20100000.00,20100000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_gq0LPBRmt7iT4ZN,,6100dffd317ab0000d1b5979,RZHQA6NG3TQYMOYI,DAVID,DAVID,2023-01-31 04:44:37,2023-01-31 04:44:37
53,63d89cb58bc1767444d11aeb,GUARANTEE,6030918.00,6030918.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_x6Jy5xKTmSHxA5A,,613062c01de41100148d2e8b,COJFPRQZMAU2COHC,DAVID,DAVID,2023-01-31 04:44:38,2023-01-31 04:44:38
54,63d89cb68bc1767444d11aec,GUARANTEE,2930000.00,2930000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_uyGZNUork6TtPnZ,,6257d647be03250016783c63,WGDUKGLBSU4HXDVT,DAVID,DAVID,2023-01-31 04:44:38,2023-01-31 04:44:38
55,63d89cb68bc1767444d11aed,GUARANTEE,298119.00,298119.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_J19Uj9RbCHLBWWc,,62df72341d8f9100155ac8fa,KPXPS3PI5X74YUDK,DAVID,DAVID,2023-01-31 04:44:38,2023-01-31 04:44:38
56,63d89cb68bc1767444d11aee,GUARANTEE,930349.00,930349.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_DRStQvkp2EfHNCM,,62df737dae7f1b001539eba0,YULCGM4UJYYWXKRJ,DAVID,DAVID,2023-01-31 04:44:39,2023-01-31 04:44:39
57,63d89cb68bc1767444d11aef,GUARANTEE,196404.00,196404.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_sMqUIhd7VfSejTH,,62df74b3ccae25000ed5a51a,T7AWVYLAFIFOA7UJ,DAVID,DAVID,2023-01-31 04:44:39,2023-01-31 04:44:39
58,63d89cb78bc1767444d11af0,GUARANTEE,150947.00,150947.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_1gPcViirgQB8v3f,,62df76a0ff43630015d16456,23AMJFOD6JR3ZEI5,DAVID,DAVID,2023-01-31 04:44:39,2023-01-31 04:44:39
59,63d89cb78bc1767444d11af1,GUARANTEE,28499950.00,28499950.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_OENisyO13bIM34u,,626a4d2cb1b5240016b0b261,U6QTCTAOPQH5GVA2,DAVID,DAVID,2023-01-31 04:44:40,2023-01-31 04:44:40
60,63d89cc88bc1767444d11af2,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_a8SOc4vbiQHUQ17,,6315b05a2ee6a80015f0acce,DLHLAVEMKW45MWSI,DAVID,DAVID,2023-01-31 04:44:56,2023-01-31 04:44:56
61,63d89cc88bc1767444d11af3,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_g2GUSEdGBhr8w9m,,62d8e700f315c0000ea29d16,T2QN2CP3KEES27IZ,DAVID,DAVID,2023-01-31 04:44:56,2023-01-31 04:44:56
62,63d89cc88bc1767444d11af4,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_0JAasjxLGHq27pa,,6322b0a73ef73e000e24c696,G2M642GKDMTOSVYI,DAVID,DAVID,2023-01-31 04:44:57,2023-01-31 04:44:57
63,63d89cc88bc1767444d11af5,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_C9gN3kOSxeMN19P,,63202b18342cce0015a6dab5,JLBSUTD2HHM5PIVL,DAVID,DAVID,2023-01-31 04:44:57,2023-01-31 04:44:57
64,63d89cc98bc1767444d11af6,GUARANTEE,20000000.00,20000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_bEUenqD7KWTHMaR,,62d8e4036cefa100157052c6,VZNOZEMB6ILYGL5A,DAVID,DAVID,2023-01-31 04:44:57,2023-01-31 04:44:57
65,63d89cc98bc1767444d11af7,GUARANTEE,7000000.00,7000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ABTGnbdAkml2mgm,,632402c3780811000e15ab0a,ATDOCOT5WWESKWBO,DAVID,DAVID,2023-01-31 04:44:58,2023-01-31 04:44:58
66,63d89cc98bc1767444d11af8,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_2WnbmaJHt9gjCuF,,62d8e3ffaacd8700154106c5,T4XZOL54D4BOIZVC,DAVID,DAVID,2023-01-31 04:44:58,2023-01-31 04:44:58
67,63d89cca8bc1767444d11af9,GUARANTEE,8000000.00,8000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_oTU2vgfkq0BPjvI,,6317ef09702562006097e140,TXRDM3MAEZDAEWK2,DAVID,DAVID,2023-01-31 04:44:58,2023-01-31 04:44:58
68,63d89cca8bc1767444d11afa,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_UWSwn3rOYI12Ll3,,6334eda212429f000e5fa07b,OCGNLTDAVIQ52L57,DAVID,DAVID,2023-01-31 04:44:58,2023-01-31 04:44:58
69,63d89cca8bc1767444d11afb,GUARANTEE,5500000.00,5500000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_ZAdK1Ios27FumI3,,634fafb0d80abe000f33b65a,ZMWYJWHFSFS4Z6QK,DAVID,DAVID,2023-01-31 04:44:59,2023-01-31 04:44:59
70,63d89ccb8bc1767444d11afc,GUARANTEE,10000000.00,10000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_xMl1G5TCaMddZMX,,634f4a3ea0f4380015fcf014,3GTSQSGPB23QY3TV,DAVID,DAVID,2023-01-31 04:44:59,2023-01-31 04:44:59
71,63d89ccb8bc1767444d11afd,GUARANTEE,12000000.00,12000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_A6GwQW9ZW6iy0f0,,633f803ae260460015d58fc8,A6OL4LQDMTHWYUEW,DAVID,DAVID,2023-01-31 04:44:59,2023-01-31 04:44:59
72,63d89ccb8bc1767444d11afe,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_YmDo9Bueox35xCA,,635f53135bde9b00158df7d2,4G3IBY6Q4NJ2PPTI,DAVID,DAVID,2023-01-31 04:45:00,2023-01-31 04:45:00
73,63d89ccb8bc1767444d11aff,GUARANTEE,15000000.00,15000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_zyTmBU2GW4YIkwg,,635f64f648af240018dfd81d,YSLK5MPHYB2M7YGL,DAVID,DAVID,2023-01-31 04:45:00,2023-01-31 04:45:00
74,63d89ccc8bc1767444d11b00,GUARANTEE,30000000.00,30000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_NnsUTWdtOxiqgBL,,63193953645deb000faeb75a,TKI5CCNBCKJ3QBJN,DAVID,DAVID,2023-01-31 04:45:00,2023-01-31 04:45:00
75,63d89ccc8bc1767444d11b01,GUARANTEE,8000000.00,8000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_HDOebggof5DpbMs,,630c65a887d4cf001582ecde,64EMV4VAGM2DZAC6,DAVID,DAVID,2023-01-31 04:45:01,2023-01-31 04:45:01
76,63d89ccc8bc1767444d11b02,GUARANTEE,3150000.00,3150000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_vkOQauMBF43zb25,,63085be04eebee000e70d63f,CQZACRHLQI5O4G44,DAVID,DAVID,2023-01-31 04:45:01,2023-01-31 04:45:01
77,63d89ccd8bc1767444d11b03,GUARANTEE,20000000.00,20000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_cwpgJrOR76EoxkQ,,636077c2984f1100169516fd,OC52CDVEREBEWCD7,DAVID,DAVID,2023-01-31 04:45:01,2023-01-31 04:45:01
78,63d89ccd8bc1767444d11b04,GUARANTEE,15000000.00,15000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_lJ0jA47TIkaJ4Qy,,635f714e0edc3200162b61a2,IXJR6WPFFHQOWUUW,DAVID,DAVID,2023-01-31 04:45:01,2023-01-31 04:45:01
79,63d89ccd8bc1767444d11b05,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_nIEF125EXWp39pd,,635f725080c728000eb9acc6,3F54IMMGDMDZJJMJ,DAVID,DAVID,2023-01-31 04:45:02,2023-01-31 04:45:02
80,63d89ccf8bc1767444d11b06,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_sBcUcSSyDnr5XMm,,63ae754d7a801e0016027ba6,COFTWHUL5GPYV2ZG,DAVID,DAVID,2023-01-31 04:45:03,2023-01-31 04:45:03
81,63d89ccf8bc1767444d11b07,GUARANTEE,5000000.00,5000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_9sn1Vlmk9d5FiQ1,,634660162c53f100150c84cd,FRCZECBVUHDUYSEX,DAVID,DAVID,2023-01-31 04:45:03,2023-01-31 04:45:03
82,63d89cd08bc1767444d11b08,GUARANTEE,13180270.00,13180270.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_XLWnvypZHFYHXNa,,5ec7c3b9b1c0c61b0ffed473,3FLDSG57QB2RL6AX,DAVID,DAVID,2023-01-31 04:45:04,2023-01-31 04:45:04
83,63d89cd08bc1767444d11b09,GUARANTEE,1704000.00,1704000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_3XuCjf510drDd52,,605ac7c1eb0b35000dc27a13,3ISOJ7YCZWMUHDL2,DAVID,DAVID,2023-01-31 04:45:05,2023-01-31 04:45:05
84,63d89cd08bc1767444d11b0a,GUARANTEE,60000000.00,60000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_QhV3LcAeIm9muXU,,62df7d16dd2b4100157e3d6a,SSD2UFBK6SMHXR6I,DAVID,DAVID,2023-01-31 04:45:05,2023-01-31 04:45:05
85,63d89cd18bc1767444d11b0b,GUARANTEE,3000000.00,3000000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_bzmXbQExcvexVZr,,635f5202374ac8000e6eeffc,TQCKFTIE35XESH6S,DAVID,DAVID,2023-01-31 04:45:05,2023-01-31 04:45:05
86,63d89cd48bc1767444d11b0c,GUARANTEE,2000.00,2000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_phBWEAcam6zsU5f,,63ac8014256d36003c499e4e,5QOIZHJ2EW5AUKSN,DAVID,DAVID,2023-01-31 04:45:08,2023-01-31 04:45:08
87,63d89cd48bc1767444d11b0d,GUARANTEE,6000.00,6000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_xWYxKqlUCLRUk79,,6322f464e8547d0016e246bd,2MHJAGTPF7V3NAQM,DAVID,DAVID,2023-01-31 04:45:09,2023-01-31 04:45:09
88,63d89cd58bc1767444d11b0e,GUARANTEE,4000.00,4000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_zHR4hX0XpHvaBkG,,632c1f21c7eed5000ee28774,JIWHXNX4A7RFFXVE,DAVID,DAVID,2023-01-31 04:45:09,2023-01-31 04:45:09
89,63d89cd58bc1767444d11b0f,GUARANTEE,4279980.00,4279980.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_iPSfIj7lvbKpQhw,,633289edba5435000ea09722,BJISO7FBXZ5ZSGG3,DAVID,DAVID,2023-01-31 04:45:09,2023-01-31 04:45:09
90,63d89cd58bc1767444d11b10,GUARANTEE,10000.00,10000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_updH6fozC8g1uXM,,63578e81e5fd23000e7631b7,5TTLVVSH3AVBNBZG,DAVID,DAVID,2023-01-31 04:45:10,2023-01-31 04:45:10
